desired_heading,heading,steer_output,desired_velocity,velocity,throttle_output
-1.0397899643381314,0.23172743882316543,-1.095085833215518,2.9999999815948,2.8594255980840537,0.3261521299561548
0.31548195533905427,-0.01546337959373339,0.9897164168460109,2.9999999838859974,2.75360571537299,0.38573006025583356
1.0116235057425715,-0.13183726808371551,1.1752927793322596,2.9999999759775573,2.9527367988865096,0.30147953207556644
0.5238648342819523,0.11157012116788653,-0.06600760141294082,2.999999990237243,2.7787610564146767,0.3936635446990349
0.00634342482118759,0.2420300273029483,-0.3870350548023884,2.9999999871673984,3.1375754773909303,0.2478089619911231
0.026043202004130968,0.11721434155841641,-0.009587303913486507,2.9999999825621293,3.0570231536457944,0.30477170934011105
0.05088303649391495,0.07057287839261031,0.020852028776425523,2.9999999893843103,3.003816610671934,0.31686210061996994
-0.2620254870123732,0.07751995047792058,-0.3552682530128105,2.999999983038516,3.0535809935342777,0.29209768236079225
-0.283642853380955,0.004109857293386183,-0.17920104028149555,2.999999986455985,2.9933784258455725,0.31897759292733663
-0.05081631047684002,-0.0713391946739022,0.15759378530308243,2.9999999876838586,3.0357347938946235,0.29546769120313443
-0.17630079917425936,-0.057109379853823215,-0.15275654963430726,2.9999999896562324,3.024572929524707,0.30406972822337675
-0.3727202357386341,-0.07587774548123684,-0.2923125360405929,2.99999997656918,3.0039991936209147,0.3101238406461854
0.6586521216460369,-0.1590814809366318,1.1013972353057895,2.9999999775686277,3.0048972634596143,0.3073626748397842
0.9025063228031797,-0.12448905735921208,0.8218347265401748,2.999999978124285,2.845020396684738,0.3696744832744731
-0.9412774203027117,0.125893017629253,-1.2,2.9999999781779465,2.882724285583868,0.339278744063321
-1.1891936361816084,0.2227437475837307,-1.160766993522198,2.9999999818499226,2.9952393094923053,0.3022054497342858
-0.9090596074493158,-0.0249820447604081,-0.37548749380801033,2.9999999856394175,2.760916944999681,0.4074401222975339
-0.18079880233377485,-0.22658207843907785,0.46372449046349973,2.9999999895809775,3.0601874604573136,0.2676319075619838
0.19918755684783776,-0.16239711649378044,0.3563613770591897,2.9999999766341854,3.0002075886717026,0.3234703212611027
-0.006787303063223723,-0.03608423487391963,-0.14617547981740686,2.9999999835305893,3.014020958035056,0.3127830458674383
0.042455752574948415,-0.0360261779621559,0.06572805249444956,2.9999999887190794,3.0491575660474837,0.3010421940107485
0.2385260983368527,-0.03514094737700277,0.27615962930375204,2.9999999840872933,3.053016235997296,0.3017854969496224
0.06813323037881969,0.03235488972499478,-0.09477546059368186,2.999999986470932,3.022112938936701,0.3131836386267436
-0.03198531452645996,0.0366500692205882,-0.10338593943674704,2.999999981486248,3.0319622193415543,0.305201721385287
